DadoBrutoInt_ComSinal;DadoReal
4214486;0,01570018380880356
8111364;0,030217185616493225
9998083;0,03724576160311699
5959806;0,022202007472515106
12148838;0,04525794833898544
9953231;0,037078674882650375
9673962;0,036038316786289215
14315773;0,05333041027188301
7885182;0,029374592006206512
11743205;0,04374684765934944
12857722;0,04789874702692032
7178356;0,02674145996570587
13522056;0,050373584032058716
10701179;0,03986499831080437
10439766;0,03889115899801254
16027181;0,05970590189099312
9101359;0,03390520438551903
13675932;0,05094681680202484
14953714;0,0557069256901741
8304015;0,03093486651778221
14968166;0,055760763585567474
11240930;0,041875727474689484
10425253;0,038837093859910965
16322211;0,06080497428774834
8462277;0,03152443841099739
13915236;0,05183829367160797
16052707;0,05980099365115166
9237235;0,03441138193011284
16782700;0,06252042949199677
12365590;0,04606541246175766
11351229;0,042286623269319534
18125579;0,067523043602705
9624624;0,0358545184135437
15658161;0,0583311952650547
17700843;0,06594077870249748
9942950;0,03704037517309189
18645657;0,06946048513054848
14088765;0,05248473957180977
13087352;0,04875418543815613
20404846;0,0760139748454094
10629079;0,03959640488028526
17068184;0,06358394026756287
19155923;0,07136137410998344
10320232;0,038445860147476196
19426242;0,07236839085817337
13909641;0,05181745067238808
12713030;0,04735972732305527
20949168;0,07804173231124878
10531926;0,03923448175191879
17859491;0,06653178855776787
20507205;0,07639529183506966
11239363;0,041869889944791794
21736336;0,08097416162490845
15984921;0,05954847112298012
14715982;0,054821304976940155
23532144;0,08766406774520874
11836815;0,04409557208418846
19657410;0,07322955876588821
22420167;0,08352163061499596
12066973;0,04495297744870186
23030469;0,08579518273472786
16206168;0,06037268042564392
14270032;0,053160011768341064
23450797;0,08736102655529976
10697301;0,03985055163502693
19094915;0,07113410159945488
22267312;0,08295220136642456
11739571;0,04373330995440483
24794088;0,09236517548561096
18567726;0,06917016953229904
17363499;0,06468407437205315
27721188;0,10326947271823883
13778747;0,0513298325240612
21946254;0,08175616711378098
24236298;0,09028724581003189
11805471;0,04397880658507347
24565233;0,09151262417435646
16850306;0,06277228146791458
15192975;0,0565982423722744
26732450;0,0995861366391182
13006550;0,04845317453145981
23260339;0,0866515152156353
27100058;0,10095558315515518
14922316;0,055589959025382996
28869890;0,10754872113466263
20067212;0,0747561901807785
17276554;0,06436017900705338
28264111;0,10529201850295067
12400882;0,04619688540697098
21861382;0,08143999427556992
25032848;0,09325462579727173
12036786;0,04484052211046219
27505834;0,10246721655130386
19522806;0,07272811979055405
18182613;0,06773551180958748
31019756;0,11555759608745575
14967015;0,055756475776433945
24862031;0,09261828288435936
27745961;0,10336175933480263
13509228;0,050325796008110046
28714721;0,10697067156434059
19124760;0,07124528288841248
16899369;0,06295505538582802
30285997;0,11282413080334663
14053947;0,05235503241419792
25057460;0,09334631264209747
28854985;0,10749319568276405
14807567;0,05516248568892479
31026971;0,11558447405695915
20897514;0,07784930616617203
18033281;0,06717920675873756
31323744;0,11669003963470459
13897895;0,05177369341254234
24430139;0,09100935980677605
27498542;0,10244005173444748
13073407;0,04870223626494408
30595653;0,11397768929600716
21093432;0,07857915759086609
18950267;0,07059524580836296
33233078;0,12380286306142807
15645471;0,05828392133116722
26582116;0,09902609884738922
29837047;0,11115166172385216
14912708;0,055554166436195374
32127339;0,11968366429209709
21296995;0,07933748885989189
18317278;0,06823717802762985
32580686;0,1213725134730339
14521101;0,0540953166782856
25459093;0,09484251216053963
28754575;0,10711913928389549
14259264;0,05311989784240723
32551480;0,12126371264457703
22014282;0,08200959116220474
19006312;0,07080402970314026
33263819;0,12391738221049309
14752574;0,05495762079954147
25541186;0,09514833241701126
28630418;0,10665661841630936
13931106;0,05189741402864456
32451296;0,12089049816131592
22154174;0,08253072947263718
19702727;0,07339837774634361
34573875;0,1287977211177349
15984134;0,05954553931951523
26074676;0,09713573753833771
28202937;0,10506412759423256
13116467;0,04886264726519585
31536807;0,11748376116156578
21195271;0,07895853742957115
18751894;0,06985624879598618
33832157;0,12603460624814034
15791889;0,05882937088608742
26308968;0,09800854325294495
28742462;0,10707401484251022
13924147;0,051871489733457565
31940390;0,11898722499608994
21192253;0,0789472945034504
18580016;0,06921595335006714
33983120;0,12659698724746704
16680445;0,06213949993252754
27090409;0,10091963782906532
29177150;0,10869335383176804
14513264;0,05406612157821655
32075616;0,11949098110198975
21024892;0,07832382619380951
17864131;0,06654907390475273
32647772;0,12162242829799652
15804695;0,05887707695364952
26361649;0,09820479527115822
28843048;0,10744872689247131
14939961;0,055655691772699356
32207717;0,11998309567570686
21293549;0,07932465150952339
18231969;0,06791937723755836
32766914;0,12206626683473587
16319752;0,06079581379890442
26148253;0,09740983322262764
28141254;0,10483434051275253
14823490;0,0552218034863472
31864972;0,11870627105236053
21396997;0,07971002534031868
18343973;0,0683366246521473
32330318;0,12043981999158859
16656488;0,06205025315284729
26287980;0,09793035686016083
28276839;0,10533943399786949
15450631;0,0575580857694149
31567851;0,11759940907359123
21014350;0,07828455418348312
17595661;0,06554894521832466
30521243;0,1137004904448986
15121398;0,05633159726858139
24118874;0,0898498073220253
26334808;0,0981048047542572
14926406;0,055605195462703705
31055547;0,115690927952528
21230943;0,07909142598509789
17969579;0,06694189831614494
30327149;0,11297743394970894
15862893;0,05909388139843941
24312995;0,09057296440005302
26026787;0,09695733711123466
14911707;0,05555043742060661
29820851;0,11109132692217827
20094075;0,07485626265406609
16872937;0,06285658851265907
28619765;0,10661693289875984
15007527;0,055907394737005234
22861917;0,08516727760434151
24399591;0,09089555963873863
13976378;0,05206606537103653
28109848;0,10471734404563904
19047361;0,07095694914460182
16161177;0,06020507588982582
27451243;0,10226384922862053
15024804;0,05597175657749176
22510695;0,08385887369513512
24065369;0,0896504856646061
14441496;0,05379876494407654
27614587;0,10287235304713249
19051229;0,07097135856747627
16220102;0,06042458862066269
26396578;0,0983349159359932
14440797;0,05379616096615791
20973991;0,0781342051923275
22084104;0,08226969838142395
13197319;0,04916384443640709
25751210;0,09593073278665543
18615075;0,06934655830264091
16906023;0,06297984346747398
27088120;0,10091111063957214
16716665;0,06227442994713783
22719210;0,0846356526017189
23420197;0,08724703267216682
14771011;0,055026303976774216
25411748;0,09466613829135895
17881841;0,06661504879593849
15520290;0,05781758576631546
24021660;0,08948765695095062
13691281;0,05100399628281593
18629458;0,06940013915300369
19060956;0,07100759446620941
11487394;0,0427938774228096
21933642;0,08170918375253677
15948293;0,059412021189928055
14750079;0,05494832620024681
23433763;0,08729756996035576
14967685;0,055758971720933914
19877943;0,07405110821127892
20408572;0,07602785527706146
13414464;0,0499727725982666
22219210;0,08277300745248795
15552138;0,057936228811740875
13030235;0,04854140803217888
19771309;0,07365386560559273
11935505;0,04446322098374367
16827922;0,06268889456987381
17849426;0,06649429351091385
12015638;0,044761739671230316
20344496;0,07578915357589722
14781665;0,05506599321961403
12862543;0,047916706651449203
18965656;0,07065257430076599
11715010;0,04364181309938431
15724343;0,05857774242758751
16549886;0,06165312975645065
11574163;0,04311711713671684
19246881;0,07170021906495094
14399474;0,05364222079515457
12676398;0,04722326248884201
18057570;0,0672696903347969
11543264;0,04300200939178467
